;price;brand;model;year;mileage;state;color_simple;condition_simple
1658;24500.0;ford;edge;2019;23712.0;virginia;black;2 days left
1660;16700.0;ford;ecosport;2019;14994.0;virginia;black;2 days left
1661;17500.0;ford;edge;2015;59726.0;missouri;gray;2 days left
1662;17000.0;ford;escape;2019;16448.0;virginia;gray;2 days left
1664;34500.0;ford;f-150;2019;28938.0;michigan;gray;Less than one day left
1665;16600.0;ford;ecosport;2019;19022.0;virginia;black;2 days left
1667;34500.0;ford;f-150;2019;25046.0;michigan;white;Less than one day left
1668;25000.0;ford;edge;2019;22318.0;virginia;black;2 days left
1669;36000.0;ford;f-150;2019;17301.0;michigan;gray;Less than one day left
1670;23700.0;ford;edge;2019;27413.0;virginia;gray;2 days left
1671;28600.0;ford;explorer;2019;39733.0;michigan;silver;Less than one day left
1673;25300.0;ford;explorer;2019;44383.0;michigan;silver;Less than one day left
1674;24900.0;ford;flex;2019;19151.0;virginia;white;2 days left
1675;20300.0;ford;f-750;2012;188394.0;missouri;white;Less than one day left
1676;23400.0;ford;fusion;2020;2452.0;michigan;gray;Less than one day left
1677;14600.0;ford;fusion;2019;36252.0;virginia;silver;2 days left
1678;25500.0;ford;f-150;2019;27136.0;virginia;silver;2 days left
1679;14700.0;ford;fusion;2019;35951.0;virginia;white;2 days left
1680;33700.0;ford;f-150;2019;35221.0;virginia;white;2 days left
1681;33400.0;ford;f-150;2019;33808.0;virginia;gray;2 days left
1682;34000.0;ford;f-150;2019;32022.0;michigan;black;Less than one day left
1683;17500.0;ford;fusion;2019;34173.0;virginia;white;2 days left
1684;14100.0;ford;fusion;2019;24272.0;michigan;white;Less than one day left
1685;30000.0;ford;f-150;2019;19055.0;virginia;black;2 days left
1686;16500.0;ford;fusion;2019;34822.0;michigan;red;Less than one day left
1687;30600.0;ford;f-150;2019;15422.0;virginia;gray;2 days left
1688;12800.0;ford;ecosport;2019;24765.0;nevada;silver;2 days left
1689;26000.0;ford;wagon;2019;23019.0;virginia;white;2 days left
1690;46000.0;ford;max;2019;38243.0;texas;black;Less than one day left
1691;28500.0;ford;ranger;2019;16509.0;virginia;white;2 days left
1692;24300.0;ford;edge;2019;18762.0;nevada;silver;2 days left
1693;29000.0;ford;explorer;2019;28854.0;texas;;Less than one day left
1694;15300.0;ford;escape;2019;17392.0;nevada;black;2 days left
1695;27900.0;ford;mustang;2019;13558.0;new mexico;white;Less than one day left
1696;24700.0;ford;edge;2019;27082.0;nevada;black;2 days left
1697;14400.0;ford;escape;2019;17510.0;texas;black;Less than one day left
1698;15000.0;ford;ecosport;2019;24662.0;nevada;white;2 days left
1700;12800.0;ford;ecosport;2019;22858.0;nevada;white;2 days left
1701;46900.0;ford;explorer;2020;740.0;virginia;gray;Less than one day left
1703;16200.0;ford;escape;2019;25090.0;nevada;black;2 days left
1704;25200.0;ford;escape;2020;7.0;virginia;black;Less than one day left
1705;34800.0;ford;max;2019;34277.0;nevada;silver;2 days left
1706;52000.0;ford;srw;2019;34527.0;texas;white;Less than one day left
1708;40600.0;ford;expedition;2019;39170.0;nevada;white;2 days left
1709;55000.0;ford;srw;2019;16569.0;texas;;Less than one day left
1711;36400.0;ford;max;2019;36616.0;nevada;black;2 days left
1713;14700.0;ford;escape;2019;44778.0;nevada;silver;2 days left
1714;43900.0;ford;explorer;2020;2089.0;south carolina;;Less than one day left
1716;41100.0;ford;expedition;2019;35801.0;nevada;silver;2 days left
1718;13900.0;ford;escape;2019;36978.0;nevada;black;2 days left
1720;34800.0;ford;max;2019;35233.0;nevada;white;2 days left
1722;16300.0;ford;escape;2019;37044.0;nevada;white;Less than one day left
1723;18800.0;ford;escape;2019;15835.0;virginia;green;Less than one day left
1724;13000.0;ford;cab;2012;201187.0;texas;white;1 days left
1725;40900.0;ford;max;2019;41928.0;nevada;black;2 days left
1726;47000.0;ford;expedition;2019;37059.0;virginia;gray;Less than one day left
1728;25500.0;ford;explorer;2019;29850.0;nevada;gray;2 days left
1729;17800.0;ford;escape;2019;26675.0;virginia;black;Less than one day left
1730;25700.0;ford;f-150;2019;17828.0;nevada;black;2 days left
1731;17200.0;ford;escape;2019;29632.0;virginia;white;Less than one day left
1732;35000.0;ford;srw;2019;11544.0;new jersey;white;Less than one day left
1733;28800.0;ford;f-150;2019;21976.0;nevada;white;2 days left
1734;39200.0;ford;max;2019;43617.0;tennessee;black;Less than one day left
1735;13600.0;ford;escape;2019;49254.0;pennsylvania;gray;1 days left
1736;24200.0;ford;f-150;2019;51589.0;nevada;black;2 days left
1737;46900.0;ford;max;2019;41399.0;virginia;gray;Less than one day left
1738;26500.0;ford;f-150;2019;11734.0;pennsylvania;gray;1 days left
1739;24700.0;ford;explorer;2019;41628.0;nevada;silver;2 days left
1740;12600.0;ford;focus;2017;15075.0;new jersey;gray;More than one week left
1741;31800.0;ford;f-150;2019;26591.0;nevada;red;2 days left
1742;24500.0;ford;f-150;2019;22906.0;nevada;white;2 days left
1743;26000.0;ford;f-150;2019;33462.0;virginia;white;Less than one day left
1744;21000.0;ford;f-150;2017;32747.0;pennsylvania;gray;More than one week left
1745;22500.0;ford;f-150;2019;33717.0;nevada;white;2 days left
1747;23100.0;ford;f-150;2019;23512.0;nevada;red;2 days left
1749;19600.0;ford;mustang;2019;33324.0;nevada;gray;2 days left
1751;27300.0;ford;mustang;2019;31260.0;nevada;black;2 days left
1752;14300.0;ford;edge;2016;69428.0;pennsylvania;white;1 days left
1753;23600.0;ford;transit;2019;15755.0;nevada;white;2 days left
1755;22400.0;ford;wagon;2019;51370.0;nevada;white;2 days left
1757;23600.0;ford;transit;2019;15456.0;nevada;white;2 days left
1759;37500.0;ford;srw;2019;2382.0;nevada;silver;5 days left
1760;10700.0;ford;van;2016;99544.0;pennsylvania;white;1 days left
1761;31900.0;ford;srw;2019;21546.0;nevada;black;2 days left
1762;31600.0;ford;mustang;2019;16293.0;georgia;black;Less than one day left
1763;12600.0;ford;escape;2018;40375.0;nevada;gray;2 days left
1766;13000.0;ford;edge;2015;59656.0;florida;gray;4 days left
1767;11800.0;ford;ecosport;2018;37878.0;nevada;black;2 days left
1768;24600.0;ford;edge;2019;20628.0;georgia;black;Less than one day left
1770;24300.0;ford;explorer;2018;26186.0;nevada;silver;2 days left
1771;12300.0;ford;fusion;2018;38157.0;nevada;white;2 days left
1773;17100.0;ford;mustang;2018;31561.0;nevada;silver;2 days left
1775;20300.0;ford;explorer;2018;19029.0;connecticut;black;Less than one day left
1776;26300.0;ford;f-150;2018;11739.0;new york;silver;Less than one day left
1778;41200.0;ford;srw;2019;25638.0;tennessee;gray;Less than one day left
1780;49900.0;ford;drw;2019;5035.0;virginia;black;Less than one day left
1781;12100.0;ford;escape;2017;32284.0;new york;silver;Less than one day left
1783;9500.0;ford;escape;2017;107569.0;new york;white;Less than one day left
1785;9800.0;ford;escape;2017;94851.0;new jersey;white;Less than one day left
1787;17200.0;ford;f-150;2017;91979.0;new york;white;Less than one day left
1788;18800.0;ford;explorer;2017;76258.0;new york;gray;Less than one day left
1791;44000.0;ford;max;2019;16934.0;nevada;gray;2 days left
1792;23400.0;ford;transit;2019;13822.0;texas;white;2 days left
1793;30700.0;ford;transit;2019;5250.0;texas;white;2 days left
1794;15600.0;ford;escape;2019;33451.0;south carolina;black;Less than one day left
1795;22600.0;ford;f-150;2019;14291.0;texas;white;2 days left
1796;22900.0;ford;f-150;2019;16725.0;south carolina;white;Less than one day left
1797;22800.0;ford;f-150;2019;13002.0;texas;white;2 days left
1798;22700.0;ford;f-150;2019;18902.0;south carolina;white;Less than one day left
1799;23000.0;ford;f-150;2019;9732.0;texas;white;2 days left
1800;22700.0;ford;f-150;2019;18947.0;south carolina;white;Less than one day left
1801;23000.0;ford;f-150;2019;8402.0;north carolina;white;2 days left
1802;34400.0;ford;f-150;2019;17450.0;south carolina;gray;Less than one day left
1804;23100.0;ford;f-150;2019;15848.0;south carolina;white;Less than one day left
1805;23300.0;ford;f-150;2019;10770.0;south carolina;white;Less than one day left
1806;22600.0;ford;f-150;2019;14587.0;north carolina;white;2 days left
1808;23000.0;ford;f-150;2019;10916.0;north carolina;white;2 days left
1810;11500.0;ford;fiesta;2019;10134.0;north carolina;silver;2 days left
1812;23000.0;ford;f-150;2019;10655.0;north carolina;white;2 days left
1814;22600.0;ford;transit;2019;14231.0;north carolina;white;2 days left
1815;23000.0;ford;transit;2019;8985.0;north carolina;white;2 days left
1820;14000.0;ford;explorer;2016;110333.0;texas;white;2 days left
1828;21500.0;ford;van;2015;14482.0;texas;;2 days left
1830;23000.0;ford;expedition;2017;90251.0;colorado;silver;Less than one day left
1836;11900.0;ford;bus;2013;83030.0;california;white;1 days left
1844;23300.0;ford;edge;2019;28549.0;minnesota;silver;Less than one day left
1847;11300.0;ford;escape;2018;42168.0;north carolina;gray;2 days left
1848;4200.0;ford;cutaway;2015;80032.0;illinois;;Less than one day left
1849;10900.0;ford;focus;2018;52240.0;north carolina;green;2 days left
1850;42300.0;ford;max;2019;34874.0;florida;gray;2 days left
1852;43400.0;ford;max;2019;37355.0;florida;gray;2 days left
1854;15900.0;ford;escape;2019;26040.0;minnesota;white;Less than one day left
1855;42500.0;ford;max;2019;36638.0;florida;white;2 days left
1857;24700.0;ford;edge;2019;31794.0;florida;black;1 days left
1859;49000.0;ford;expedition;2019;22013.0;minnesota;white;Less than one day left
1861;16800.0;ford;escape;2019;13155.0;florida;white;2 days left
1862;51000.0;ford;max;2019;24869.0;minnesota;red;Less than one day left
1863;16500.0;ford;escape;2019;18454.0;florida;white;2 days left
1864;10000.0;ford;d;2016;16694.0;texas;white;Less than one day left
1865;27900.0;ford;explorer;2019;28922.0;florida;gray;2 days left
1866;23700.0;ford;edge;2019;23534.0;florida;gray;1 days left
1867;20000.0;ford;dr;2012;24581.0;california;;Less than one day left
1868;45600.0;ford;max;2019;35646.0;florida;gray;2 days left
1869;6000.0;ford;cab;2012;129873.0;virginia;white;Less than one day left
1870;15600.0;ford;escape;2019;28669.0;florida;black;2 days left
1871;25000.0;ford;explorer;2017;32454.0;michigan;red;Less than one day left
1872;28500.0;ford;explorer;2019;21800.0;florida;black;2 days left
1873;8000.0;ford;cutaway;2014;231769.0;florida;yellow;Less than one day left
1874;19990.0;ford;doors;2016;23796.0;connecticut;black;11 days left
1875;34400.0;ford;max;2019;42506.0;florida;gray;2 days left
1876;30999.0;ford;doors;2016;6249.0;connecticut;black;11 days left
1877;41000.0;ford;expedition;2019;47496.0;florida;black;2 days left
1878;27999.0;ford;doors;2016;10700.0;massachusetts;gray;11 days left
1879;42000.0;ford;expedition;2019;39604.0;florida;black;2 days left
1880;8000.0;ford;cutaway;2013;250831.0;new jersey;;Less than one day left
1881;29795.0;ford;doors;2016;7275.0;connecticut;yellow;11 days left
1882;24700.0;ford;edge;2019;8806.0;florida;black;Less than one day left
1883;13995.0;ford;doors;2016;105115.0;new jersey;gray;11 days left
1885;35400.0;ford;max;2019;36167.0;florida;white;2 days left
1886;24549.0;ford;doors;2016;44941.0;new york;black;11 days left
1888;15800.0;ford;escape;2019;26637.0;florida;black;2 days left
1889;18500.0;ford;doors;2016;45814.0;new york;black;11 days left
1890;32000.0;ford;f-150;2019;17310.0;minnesota;red;Less than one day left
1891;28300.0;ford;explorer;2019;24116.0;florida;gray;2 days left
1892;10500.0;ford;d;2019;14128.0;florida;black;Less than one day left
1893;24970.0;ford;doors;2016;49882.0;new york;green;11 days left
1894;13800.0;ford;fusion;2019;38964.0;minnesota;black;Less than one day left
1898;28990.0;ford;doors;2016;15825.0;massachusetts;yellow;11 days left
1899;50000.0;ford;max;2019;29499.0;minnesota;black;Less than one day left
1903;46999.0;ford;doors;2016;16956.0;new jersey;;11 days left
1904;16700.0;ford;fusion;2019;36896.0;minnesota;black;Less than one day left
1906;28900.0;ford;f-150;2019;24795.0;florida;black;1 days left
1907;30800.0;ford;doors;2016;16771.0;new jersey;red;11 days left
1908;27100.0;ford;f-150;2019;28692.0;minnesota;silver;Less than one day left
1910;26000.0;ford;f-150;2019;19793.0;florida;black;2 days left
1911;17900.0;ford;doors;2016;27940.0;massachusetts;black;11 days left
1912;23400.0;ford;flex;2019;24987.0;minnesota;black;Less than one day left
1913;29800.0;ford;mustang;2016;18367.0;illinois;black;Less than one day left
1914;23700.0;ford;flex;2019;14109.0;florida;gray;1 days left
1916;33995.0;ford;doors;2016;27369.0;new jersey;black;11 days left
1917;23500.0;ford;flex;2019;30208.0;minnesota;white;Less than one day left
1918;32500.0;ford;explorer;2019;24024.0;florida;black;2 days left
1920;39000.0;ford;f-150;2019;8404.0;minnesota;black;Less than one day left
1921;11000.0;ford;focus;2018;8884.0;massachusetts;gray;6 days left
1922;32500.0;ford;explorer;2019;24126.0;florida;black;2 days left
1924;26900.0;ford;f-150;2019;31713.0;minnesota;black;Less than one day left
1925;11200.0;ford;edge;2016;109996.0;new york;gray;Less than one day left
1926;21000.0;ford;doors;2018;6821.0;new york;red;11 days left
1927;32000.0;ford;f-150;2019;17867.0;minnesota;red;Less than one day left
1929;12800.0;ford;escape;2018;39364.0;missouri;black;More than one week left
1930;24190.0;ford;doors;2018;4018.0;massachusetts;black;11 days left
1931;29100.0;ford;f-150;2019;21054.0;minnesota;red;Less than one day left
1934;19888.0;ford;doors;2018;34071.0;new jersey;silver;11 days left
1935;31000.0;ford;f-150;2019;13600.0;minnesota;white;Less than one day left
1938;24857.0;ford;doors;2018;33815.0;massachusetts;black;11 days left
1939;23500.0;ford;flex;2019;31491.0;minnesota;gray;Less than one day left
1940;26100.0;ford;f-150;2018;32149.0;mississippi;white;Less than one day left
1941;10800.0;ford;hybrid;2016;26654.0;new york;black;Less than one day left
1942;20995.0;ford;doors;2018;36637.0;new york;white;11 days left
1943;29300.0;ford;f-150;2019;17000.0;minnesota;white;Less than one day left
1944;33100.0;ford;f-150;2018;15960.0;mississippi;gray;Less than one day left
1946;19498.0;ford;doors;2018;40338.0;new york;black;11 days left
1947;14900.0;ford;fusion;2019;40505.0;minnesota;gray;Less than one day left
1949;20600.0;ford;mustang;2019;33965.0;florida;gray;2 days left
1951;19995.0;ford;doors;2018;42470.0;new york;white;11 days left
1952;14900.0;ford;fusion;2019;40670.0;minnesota;silver;Less than one day left
1954;24500.0;ford;wagon;2019;13162.0;florida;white;Less than one day left
1955;15000.0;ford;fusion;2018;38744.0;california;white;More than one week left
1956;26985.0;ford;doors;2018;14023.0;new york;black;11 days left
1957;31000.0;ford;f-150;2019;9741.0;minnesota;white;Less than one day left
1958;24300.0;ford;explorer;2017;31017.0;mississippi;silver;Less than one day left
1959;16800.0;ford;fusion;2019;37786.0;florida;gray;1 days left
1960;17200.0;ford;mustang;2018;32415.0;california;white;More than one week left
1961;34995.0;ford;doors;2018;10421.0;new york;red;11 days left
1962;24300.0;ford;wagon;2019;29305.0;minnesota;white;Less than one day left
1963;26400.0;ford;explorer;2017;51309.0;mississippi;white;Less than one day left
1964;16800.0;ford;fusion;2019;38001.0;florida;black;1 days left
1965;15500.0;ford;escape;2018;18849.0;california;black;2 days left
1966;19440.0;ford;doors;2018;43269.0;new york;silver;11 days left
1967;16700.0;ford;fusion;2019;36989.0;minnesota;silver;Less than one day left
1969;16100.0;ford;hybrid;2019;34244.0;florida;white;1 days left
1970;17200.0;ford;mustang;2018;32938.0;california;white;More than one week left
1971;20950.0;ford;doors;2018;40793.0;new hampshire;black;11 days left
1973;29400.0;ford;mustang;2019;25011.0;florida;white;2 days left
1975;32999.0;ford;doors;2018;6881.0;new jersey;black;11 days left
1978;28300.0;ford;ranger;2019;15436.0;florida;white;2 days left
1980;32999.0;ford;doors;2018;16194.0;new jersey;red;11 days left
1982;5200.0;ford;focus;2017;65164.0;alabama;red;Less than one day left
1983;20500.0;ford;mustang;2019;35930.0;florida;black;2 days left
1985;35999.0;ford;doors;2018;13674.0;new jersey;black;11 days left
1986;41000.0;ford;srw;2019;9235.0;minnesota;silver;Less than one day left
1988;23500.0;ford;ranger;2019;12836.0;florida;black;2 days left
1989;18799.0;ford;doors;2015;137728.0;connecticut;red;More than one week left
1990;33999.0;ford;doors;2018;6921.0;new jersey;;11 days left
1991;35000.0;ford;srw;2019;14359.0;minnesota;white;Less than one day left
1992;26100.0;ford;wagon;2017;58118.0;mississippi;white;Less than one day left
1993;15400.0;ford;fusion;2019;31124.0;florida;white;1 days left
1994;25998.0;ford;doors;2015;25734.0;new york;;More than one week left
1995;31831.0;ford;doors;2018;14059.0;new jersey;black;11 days left
1996;40400.0;ford;srw;2019;13472.0;minnesota;black;Less than one day left
1998;13500.0;ford;hybrid;2019;35023.0;florida;gray;1 days left
1999;25995.0;ford;doors;2015;39509.0;new hampshire;white;More than one week left
2000;27990.0;ford;doors;2018;4512.0;new york;silver;11 days left
2001;23985.0;ford;doors;2015;51884.0;new jersey;white;More than one week left
2002;27995.0;ford;doors;2018;4181.0;pennsylvania;gray;11 days left
2003;13995.0;ford;doors;2015;56703.0;new york;white;More than one week left
2004;29988.0;ford;doors;2018;4712.0;pennsylvania;silver;11 days left
2005;12995.0;ford;doors;2015;102800.0;new jersey;black;More than one week left
2006;21687.0;ford;doors;2018;7109.0;pennsylvania;black;11 days left
2008;29590.0;ford;doors;2015;3915.0;new york;green;More than one week left
2009;28999.0;ford;doors;2018;15550.0;pennsylvania;silver;11 days left
2010;13942.0;ford;doors;2015;62542.0;new jersey;;More than one week left
2012;35400.0;ford;ranger;2020;671.0;ohio;black;Less than one day left
2014;13995.0;ford;doors;2015;73891.0;new york;silver;More than one week left
2018;15495.0;ford;doors;2015;48374.0;new york;white;More than one week left
2021;17589.0;ford;doors;2015;28771.0;new jersey;red;More than one week left
2023;31790.0;ford;doors;2015;27165.0;new york;orange;More than one week left
2024;18100.0;ford;van;2015;106546.0;mississippi;white;Less than one day left
2025;14495.0;ford;doors;2015;54778.0;new jersey;white;More than one week left
2026;15000.0;ford;fusion;2020;11729.0;illinois;white;Less than one day left
2028;27990.0;ford;doors;2015;19130.0;massachusetts;red;More than one week left
2029;19700.0;ford;expedition;2015;72369.0;mississippi;white;Less than one day left
2030;15300.0;ford;doors;2015;59646.0;massachusetts;silver;More than one week left
2032;23999.0;ford;doors;2015;8400.0;new jersey;black;More than one week left
2033;16488.0;ford;doors;2015;45084.0;new york;gray;More than one week left
2034;12784.0;ford;doors;2015;67037.0;new jersey;gray;More than one week left
2035;23400.0;ford;doors;2015;64135.0;new jersey;black;More than one week left
2037;25999.0;ford;doors;2015;39367.0;new jersey;white;More than one week left
2038;34977.0;ford;doors;2015;46540.0;pennsylvania;black;More than one week left
2039;19000.0;ford;doors;2015;40677.0;new jersey;silver;More than one week left
2040;15995.0;ford;doors;2015;69438.0;new york;black;More than one week left
2041;13487.0;ford;doors;2015;96246.0;new york;gray;More than one week left
2042;18707.0;ford;doors;2015;69719.0;connecticut;white;More than one week left
2043;15290.0;ford;doors;2015;75933.0;new york;white;More than one week left
2044;15600.0;ford;doors;2015;54325.0;new york;black;More than one week left
2045;47000.0;ford;expedition;2019;24902.0;illinois;black;2 days left
2046;16080.0;ford;doors;2015;31793.0;connecticut;black;More than one week left
2047;50000.0;ford;max;2019;16505.0;illinois;white;2 days left
2048;15268.0;ford;doors;2015;74361.0;new york;black;More than one week left
2049;47500.0;ford;max;2019;27868.0;illinois;black;2 days left
2050;18497.0;ford;doors;2015;34011.0;massachusetts;black;More than one week left
2051;10000.0;ford;escape;2019;19993.0;illinois;silver;Less than one day left
2052;19995.0;ford;suv;2015;48115.0;pennsylvania;red;More than one week left
2053;49000.0;ford;max;2019;22543.0;illinois;white;2 days left
2054;17150.0;ford;doors;2015;67091.0;new jersey;black;More than one week left
2055;45000.0;ford;expedition;2019;28790.0;illinois;black;2 days left
2056;14295.0;ford;doors;2015;59391.0;new jersey;;More than one week left
2057;49000.0;ford;max;2019;18449.0;illinois;black;2 days left
2058;16190.0;ford;doors;2015;71824.0;new york;;More than one week left
2059;49000.0;ford;expedition;2019;19304.0;illinois;black;2 days left
2060;17899.0;ford;doors;2015;39159.0;new york;;More than one week left
2061;26000.0;ford;flex;2019;18708.0;illinois;black;2 days left
2062;14000.0;ford;doors;2015;79430.0;new jersey;;More than one week left
2063;15500.0;ford;flex;2019;12393.0;illinois;gray;Less than one day left
2064;16888.0;ford;doors;2015;56329.0;new york;black;More than one week left
2065;28000.0;ford;f-150;2019;12155.0;illinois;silver;2 days left
2067;21822.0;ford;doors;2015;36041.0;new jersey;white;More than one week left
2068;15500.0;ford;mustang;2019;25810.0;illinois;red;Less than one day left
2070;15995.0;ford;doors;2015;23878.0;new york;black;More than one week left
2071;16000.0;ford;transit;2019;15460.0;illinois;white;Less than one day left
2073;12995.0;ford;doors;2015;65342.0;new york;black;More than one week left
2074;14488.0;ford;doors;2015;64061.0;massachusetts;black;More than one week left
2076;21995.0;ford;doors;2015;35629.0;massachusetts;black;More than one week left
2077;8500.0;ford;connect;2015;118483.0;florida;white;Less than one day left
2078;16593.0;ford;doors;2015;71573.0;massachusetts;black;More than one week left
2080;14247.0;ford;doors;2015;61168.0;pennsylvania;black;More than one week left
2082;16999.0;ford;doors;2015;21004.0;pennsylvania;white;More than one week left
2084;20159.0;ford;doors;2015;45278.0;new jersey;white;More than one week left
2086;22500.0;ford;edge;2018;24747.0;colorado;gray;More than one week left
2088;59900.0;ford;max;2020;2162.0;ohio;;Less than one day left
2089;24000.0;ford;f-150;2017;50874.0;illinois;black;2 days left
2090;20500.0;ford;f-150;2017;70727.0;illinois;black;2 days left
2091;27200.0;ford;explorer;2019;29382.0;north carolina;gray;2 days left
2092;24900.0;ford;f-150;2018;33194.0;virginia;white;2 days left
2094;34000.0;ford;expedition;2018;51122.0;virginia;black;2 days left
2096;27000.0;ford;f-150;2017;55420.0;illinois;black;2 days left
2097;34000.0;ford;wagon;2018;10282.0;virginia;black;5 days left
2099;33000.0;ford;explorer;2018;7258.0;pennsylvania;black;2 days left
2100;10200.0;ford;escape;2018;93350.0;pennsylvania;black;2 days left
2101;25600.0;ford;explorer;2019;37166.0;north carolina;gray;2 days left
2102;16300.0;ford;f-150;2018;69480.0;texas;white;1 days left
2104;36500.0;ford;f-150;2018;24151.0;pennsylvania;red;3 days left
2105;25900.0;ford;explorer;2019;32796.0;north carolina;white;2 days left
2107;29000.0;ford;f-150;2018;18690.0;pennsylvania;white;3 days left
2110;32000.0;ford;f-150;2018;32262.0;pennsylvania;white;3 days left
2111;27700.0;ford;f-650;2015;92358.0;texas;white;2 days left
2113;38800.0;ford;f-150;2018;35225.0;pennsylvania;black;3 days left
2114;26200.0;ford;f-650;2015;129063.0;texas;white;2 days left
2115;19500.0;ford;wagon;2018;49985.0;wisconsin;white;Less than one day left
2116;11700.0;ford;escape;2015;52340.0;illinois;black;2 days left
2117;34000.0;ford;f-150;2018;21406.0;pennsylvania;black;3 days left
2118;38600.0;ford;srw;2019;16619.0;florida;white;1 days left
2120;38500.0;ford;f-150;2018;37053.0;pennsylvania;black;3 days left
2121;38500.0;ford;f-150;2018;34532.0;pennsylvania;black;3 days left
2122;12000.0;ford;taurus;2017;13328.0;missouri;black;More than one week left
2123;30500.0;ford;f-150;2018;56836.0;pennsylvania;white;3 days left
2125;29500.0;ford;f-150;2018;12271.0;pennsylvania;gray;3 days left
2126;16100.0;ford;expedition;2014;97318.0;missouri;white;Less than one day left
2127;32500.0;ford;f-150;2018;12717.0;pennsylvania;red;3 days left
2128;29000.0;ford;mustang;2019;12764.0;texas;black;10 days left
2129;30000.0;ford;f-150;2018;19951.0;pennsylvania;red;3 days left
2130;26000.0;ford;explorer;2019;32458.0;north carolina;white;2 days left
2131;26000.0;ford;f-150;2018;21616.0;pennsylvania;gray;3 days left
2132;18500.0;ford;escape;2019;17755.0;north carolina;black;6 days left
2134;30000.0;ford;f-150;2018;15771.0;pennsylvania;black;3 days left
2135;14700.0;ford;escape;2019;29168.0;north carolina;silver;2 days left
2137;26550.0;ford;f-150;2018;15296.0;pennsylvania;white;Less than one day left
2138;27000.0;ford;explorer;2019;30476.0;north carolina;white;2 days left
2140;27500.0;ford;f-150;2018;26095.0;pennsylvania;gray;3 days left
2141;25500.0;ford;f-150;2018;22107.0;pennsylvania;gray;3 days left
2142;13500.0;ford;ecosport;2019;31207.0;north carolina;white;6 days left
2144;25700.0;ford;f-150;2018;19058.0;pennsylvania;white;3 days left
2146;30500.0;ford;f-150;2018;24058.0;pennsylvania;black;3 days left
2147;30000.0;ford;f-150;2018;6967.0;pennsylvania;black;3 days left
2149;19000.0;ford;f-150;2018;36145.0;pennsylvania;white;Less than one day left
2150;25800.0;ford;explorer;2019;33942.0;north carolina;silver;2 days left
2151;26500.0;ford;f-150;2018;38868.0;pennsylvania;gray;3 days left
2152;29300.0;ford;explorer;2019;36190.0;north carolina;red;2 days left
2153;6300.0;ford;fiesta;2018;37177.0;pennsylvania;black;2 days left
2154;25400.0;ford;explorer;2019;39267.0;north carolina;white;2 days left
2155;26000.0;ford;f-150;2018;33350.0;pennsylvania;gray;3 days left
2156;7000.0;ford;focus;2017;57889.0;north carolina;black;2 days left
2157;25900.0;ford;f-150;2018;34081.0;pennsylvania;red;Less than one day left
2158;9700.0;ford;fiesta;2019;26821.0;north carolina;gray;2 days left
2159;27000.0;ford;f-150;2018;40577.0;pennsylvania;black;3 days left
2160;9100.0;ford;fiesta;2019;52355.0;north carolina;black;2 days left
2161;28000.0;ford;f-150;2018;30620.0;pennsylvania;red;3 days left
2162;25700.0;ford;flex;2019;22019.0;north carolina;black;6 days left
2163;27500.0;ford;f-150;2018;36742.0;pennsylvania;black;3 days left
2164;9400.0;ford;fiesta;2019;32473.0;north carolina;white;2 days left
2165;25500.0;ford;f-150;2018;43406.0;pennsylvania;black;3 days left
2166;20500.0;ford;flex;2019;34696.0;north carolina;white;6 days left
2167;21500.0;ford;f-150;2018;43519.0;pennsylvania;gray;3 days left
2168;12800.0;ford;hybrid;2019;37716.0;north carolina;gray;6 days left
2169;23900.0;ford;f-150;2018;41627.0;pennsylvania;white;3 days left
2170;9400.0;ford;fiesta;2019;29986.0;north carolina;gray;2 days left
2171;26900.0;ford;f-150;2018;41496.0;pennsylvania;silver;3 days left
2172;25500.0;ford;flex;2019;20613.0;north carolina;gray;6 days left
2173;27000.0;ford;f-150;2018;33475.0;pennsylvania;black;3 days left
2174;9300.0;ford;fiesta;2019;32305.0;north carolina;silver;2 days left
2175;14400.0;ford;fusion;2018;38148.0;pennsylvania;black;2 days left
2176;19000.0;ford;flex;2019;39976.0;north carolina;red;2 days left
2177;14000.0;ford;fusion;2018;50513.0;pennsylvania;white;2 days left
2178;13600.0;ford;fusion;2019;31408.0;north carolina;gray;2 days left
2179;19200.0;ford;transit;2018;41351.0;pennsylvania;white;2 days left
2180;13600.0;ford;fusion;2019;32038.0;north carolina;red;2 days left
2181;18600.0;ford;transit;2018;38279.0;pennsylvania;white;2 days left
2182;13700.0;ford;fusion;2019;30471.0;north carolina;red;2 days left
2183;18200.0;ford;transit;2018;41569.0;pennsylvania;white;2 days left
2184;13800.0;ford;fusion;2019;31142.0;north carolina;silver;2 days left
2185;22000.0;ford;wagon;2018;31598.0;pennsylvania;black;2 days left
2186;13700.0;ford;fusion;2019;31380.0;north carolina;silver;2 days left
2187;28000.0;ford;wagon;2018;22179.0;pennsylvania;black;2 days left
2188;13800.0;ford;fusion;2019;29266.0;north carolina;white;2 days left
2189;18600.0;ford;transit;2018;42156.0;pennsylvania;white;2 days left
2190;13700.0;ford;fusion;2019;30875.0;north carolina;red;2 days left
2191;13700.0;ford;fusion;2019;30609.0;north carolina;silver;2 days left
2192;13800.0;ford;fusion;2019;29508.0;north carolina;silver;2 days left
2193;17700.0;ford;hybrid;2019;12837.0;north carolina;gray;6 days left
